,comment,nhelpful,unixtime,work,flags,user,stars,time,user_encoded,work_encoded,review_date,year,month,time_decay,adjusted_stars,final_stars
894,Scary book! This book is based on harm reduction. ,0,1217462400.0,107366,[],pen2win,1.0,"Jul 31, 2008",67974,28275,2008-07-31,2008,7,0.0,0.0,0.5
895,"When rookie lawyer, Jessica Ford recieves a call from her boss, John Davenport, to meet the First Lady at a D.C. Hotel, she is thrilled at such a high profile assignment. Two hours later, she lies near death in a coma, the only survivor of a terrible car crash that killed the First Lady. Even though Jess can't remember anything about the crash or what led up to it, she is suddenly the target of several attempts to kill her. The Secret Service don't believe her at first, but as everyone else involved with the situation begins dying around her, she knows she is in terrible danger. She finally convinces Mark Ryan, head agent on the case, to believe her, and he helps her escape to an unknown location. But Jess isn't sure who she can trust...even Mark.
This is a fast-paced action-packed book from start to finish. Karen Robards is one of my favorite authors because she combines a suspenseful story with a hot romance and seldom disappoints. ",0,1283644800.0,5772579,[],lrobe190,4.0,"Sep 5, 2010",59275,375880,2010-09-05,2010,9,0.0,0.0,2.0
896,"Wow, this is such an inventive (no pun intended) book! Selznick has masterfully integrated text and illustrations (and movie stillsvery cool) into a work of art. I use the term art here in the most philosophical definition of the word, meaning the way art can push boundaries of genre and of our expectations and can offer something new to the world. This is so fitting since the story ends up being about a real person who did all of that. 
This story of twelve-year-old Hugo is set in 1931 Paris. It unravels as all great mysteries do, with elements of magic, mysticism, and fate tied into the story. I was immediately hooked by Professor Alcofrisbas opening introduction and my interest was maintained because of the way the mysterious story unfolded. 
I would use this book with preservice teachers first to launch a discussion about genre and what it means to break from generic boundaries. I think this book can help people who will be teaching young people about literature better understand literature themselves. For example, this appears to be a novel yet roughly half the pages are illustrations and it won the Caldecott Medal. Further, the illustrations do not complement the text but serve in place of text. So they are serving a different purpose, or playing a different role, than illustrations traditionally do. And to add an even deeper level of complexity, Selznick uses three movie stillsfrom real French cinemaso that there also appear photographs. This mixing of real and unreal as well as bending the so-called rules of genre make this an important and fascinating text.
I would also have preservice teachers think about the style of the illustrations as related to the story. Is it important that they are black and white? Are there patterns to the illustrations (such as zooming in closer and closer with each succeeding picture)? Why does Selznick do that?
The writing is not to be neglected, however. From the introduction to the way certain details are held back from the reader, there are lessons here for not only word choice and voice but also in how the structure of the text matters. 
I would use this book with kids in the same ways I would with preservice teachers. I think this book would be interesting to share with students after doing a genre study of the novel or the picturebook because it would challenge students to solidify and also to break from the elements of both genres. ",0,1271376000.0,1729243,[],amy_elizabeth,4.0,"Apr 16, 2010",30330,196103,2010-04-16,2010,4,0.0,0.0,2.0
897,131 minutos,0,1330732800.0,9674356,['not_a_review'],Miquinba_F,4.0,"Mar 3, 2012",18416,493976,2012-03-03,2012,3,0.0,0.0,2.0
898,"Emily Wright was only a teenager when she was kidnaped and sexually molested. Luckily she was able to escape before she was raped. She survived with the help of her friends and moved away as soon as she could. Its been fifteen years since her abduction and Emily has only returned once, for her mothers funeral. Now she has to return to the ""scene of the crime"" because her father has been seriously injured in an accident and someone needs to care for her younger sister Laurie.
To say that Emily has a lot of issues to deal with is a major understatement. Her father was never ""understanding"" in the best of situations and after her abduction things became even worse. Her mother tried to make the best of a bad situation but was limited in what she could do. Emily accepts that her sister is an innocent bystander in all of the family drama, so she returns for Laurie's sake. She also has the opportunity to rekindle her friendship and possible romance with Bailey O'Neil. Meanwhile Bailey is dealing with his own family drama saga. Bailey has had to take over as acting sheriff because his father, the former sheriff, has just been killed in a car accident. He also has to deal with a contentious grandmother, planning his fathers funeral and a murder investigation. Just when Emily thinks things may not be so bad she discovers a murdered body left in front of her familys home. The Baby Doll killer, a known serial killer, is in her hometown. The investigation reveals that Emily may have been this killer's first victim many years ago and he is now targeting her again.
Ms. Lynn has filled The First Victim with mystery, intrigue and suspense with a touch of romance. Just when you think you know where the story is going, it takes a twist that you never saw coming. Some of these twists are action oriented and others are emotional, which I felt just added to the story. There was just enough romance, mystery, drama and suspense to keep me interested until the final page. ",0,1308268800.0,11363234,[],BookDivasReads,3.5,"Jun 17, 2011",3840,54947,2011-06-17,2011,6,0.0,0.0,1.75
899,"Ya haca tiempo que tena ganas de echarme a la cara una historia general de frica, y parece que sta es la nica accesible por aqu. Y es francamente buena, digna de la que pasa por ser la mejor universidad del mundo en materia de historia. El autor tiene una tesis central, que utiliza para interpretar cada poca de la historia africana: es la historia del crecimiento demogrfico para conquistar una tierra hostil. Slo en el siglo XX el crecimiento demogrfico ha podido considerarse un problema, pero en las ltimas pginas llega a la conclusin de que las sociedades africanas, que se han adaptado a todo lo que les ha venido encima desde siempre, tambin se adaptarn rpidamente a una situacin nueva como es el fuerte crecimiento demogrfico. En general, muestra cmo los africanos, con todas sus diferencias, se han visto afectados por mltiples situaciones muy difciles (esclavismo, colonialismo, hambres y enfermedades) pero siempre han salido de los apuros gracias a su enorme capacidad de sufrimiento, es decir, a su dureza. Se enmarca dentro de algunos libros que llaman un poco a la calma en un momento en el que parece que frica se est quedando atrs: frica lleva su propio ritmo, y sobrevivir a la situacin actual como ha sobrevivido a otras no menos impactantes. Como siempre, no se ve lo mismo las cosas desde su perspectiva que desde la nuestra. Lo que pasa es que no sabe uno si se trata de un discurso realista o de un discurso narcotizante. Veremos. ",0,1315872000.0,11741795,[],caflores,4.0,"Sep 13, 2011",36077,68851,2011-09-13,2011,9,0.0,0.0,2.0
900,first edition,0,1202342400.0,210042,['not_a_review'],SeaBill1,4.0,"Feb 7, 2008",23731,220573,2008-02-07,2008,2,0.0,0.0,2.0
901,"Video-review:
https://www.youtube.com/watch?v=c6J95yTSIS0 ",0,1360540800.0,32349,[],The_Bookchemist,4.5,"Feb 11, 2013",26186,277946,2013-02-11,2013,2,0.0,0.0,2.25
902,"15 year old Kendra is sick of her life with her banker parents who have a rule book stating everything from how she may wear her hair to what kinds of friends she can have. That's why Kendra writes a desperate letter to ""The Black Sheep"", a reality TV show, on which two teens get to switch families for six weeks. Find out what happens when Kendra goes to live with a hippie family in California in this entertaining book. ",0,1195516800.0,3533485,[],ohioyalibrarian,3.5,"Nov 20, 2007",66706,291381,2007-11-20,2007,11,0.0,0.0,1.75
903,"s tracta d'una obra que desconcerta a l'inici i que d'alguna manera de bon principi emmiralla amb aquesta prospecci constant i tant ntima de la protagonista. La soledat, el desnim i tot un seguit de sentiments que l'obra desprn han acabat per a fer-la, per a mi, tediosa i massa reiterativa en els seus continguts. Dit aix crec que es tracta d'una obra que pot agradar a molta gent pel seu lirisme i la seva interessant construcci. ",0,1327276800.0,525267,[],mgaspa,2.0,"Jan 23, 2012",62238,357556,2012-01-23,2012,1,0.0,0.0,1.0
904,"Craig Lancaster does not disappoint readers with his second novel The Summer Son. A powerful, moving story that is intense at times and keeps the readers attention the whole way through.
The story begins with Mitch as an adult, receiving mysterious phone calls from his dad. His life is in a quandary and spiraling fast out of control. After much deliberation with his wife, he goes to his dad to find the missing puzzle pieces to the jigsaw of his life. 
Throughout the story, there is a mystery to what is going on and the author gives slight hints but you don't really know until the end and WOW!!!! You don't see it coming! 
I absolutely loved loved this book and will probably rave on and on about it. ",0,1296604800.0,10594898,[],NWADEL,5.0,"Feb 2, 2011",19381,22897,2011-02-02,2011,2,0.0,0.0,2.5
905,"I should have thought to read other reviews about this book before picking it up because I thought this was going to be a book that told me all I'd want to know about tea. What it turned out to be is a book that doesn't live up to its title.
I was expecting to read about the history of tea, who started to drink it first, how they drank it, and how the practice of drinking tea spread. The initial chapters did manage to cover some of this, and I enjoyed the first third of the book as it traced the practice of drinking tea through China, Japan and India. It also introduced Taoism, Buddhism and Zen philosophy but that was a nice complement to the practice of drinking tea. From there, we went into the architecture of Japanese tea houses and at that point, all references to tea seemed rather incidental as the author took us then to comparisons between the Japanese minimalist approach to artistic perfection in architecture, interior decoration, art and flower arrangement. 
I was expecting to learn about how the different types of tea were grown and harvested. I was expecting to learn about how the teas are blended, how different cultures drink their tea and how their tea drinking practices evolved over time. I was expecting to learn about tea ceremonies (if any) in different countries and the significance behind the rituals. There were references to tea masters in this book, but no explanation about how one became a tea master ... I assume it's more than just drinking and making copious pots of tea? I was expecting to learn about any medicinal properties in tea, and even how tea is sometimes used in some cuisines. I was expecting to read about the evolution of tea from its simple beginnings to the more complex offerings available today.
And all my expectations were left unfulfilled. The author appeared to have forgotten what he started out to write. ",1,1288137600.0,27632,[],cameling,1.0,"Oct 27, 2010",36239,254978,2010-10-27,2010,10,0.0,0.0,0.5
906,"Framed for a crime she didn't commit, and trying to escape a stalker, Lizzie is compelled to return home to the tiny Mennonite community that she ran away from years ago. Mixing romance and mystery, this novel will keep you guessing until the very end. It was an entertaining story that kept me up reading way too late! ",0,1335657600.0,12340898,[],charitysuzanne,4.0,"Apr 29, 2012",37369,98362,2012-04-29,2012,4,0.0,0.0,2.0
907,"I loved this novel and have recomended it to many people. It would be wonderful to teach in a classroom . There are many different topics, Shakespear, baseball, Viet Nam, Flower Children",0,1338422400.0,2285463,[],LoniMc,4.0,"May 31, 2012",16269,230760,2012-05-31,2012,5,0.0,0.0,2.0
908,"Interesting and very funny story, but even though this is a short book, I still felt it was a bit too repeating here and there. ",0,1259798400.0,816614,[],Jonoen,3.5,"Dec 3, 2009",12994,441541,2009-12-03,2009,12,0.0,0.0,1.75
909,"Fascinating look at the world of pre-adolescent and adolescent girls as they make their way through the horrifying maze of teenager-hood. Deals with such problems as cliques, boyfriends, and the temptations of booze, drugs, and sex. Offers some great advice for parents on how to handle conflicts, including sample discussions or how to open the lines of dialogue. Scary to learn the truth, but invaluable information for any parent of a girl. ",0,1144627200.0,53362,[],lynnm,4.5,"Apr 10, 2006",59668,360481,2006-04-10,2006,4,0.0,0.0,2.25
910,http://bintphotobooks.googlepages.com/fotografieinnederland,0,1189382400.0,3643275,[],bintphotobooks,4.0,"Sep 10, 2007",33740,296216,2007-09-10,2007,9,0.0,0.0,2.0
911,"Deadly Little Secret, by: Laurie Stolarz is a wonderfull book. It was so hard for me to put it down. I got so lost in the story so quickly I never wanted it to end. I definatly recomend this book to anyone who loves sacry, romantic stories. It was amazing! There are 263 pages ",0,1259020800.0,4984670,[],DanielR13,4.5,"Nov 24, 2009",6830,348147,2009-11-24,2009,11,0.0,0.0,2.25
912,"I thought I knew all about Man o' War, until I read this book. Lots of details tell the true story of the greatest horse of all. ",0,1187654400.0,917801,[],FionaCat,5.0,"Aug 21, 2007",9201,476336,2007-08-21,2007,8,0.0,0.0,2.5
913,"This ""active history"" work by Newt Gingrich is essentially the concluding piece in his series that began with Grant Comes East and details how the Confederate States of America were able to overcome the foul mouthed injustices of President Lincoln and win independence for Appalachia and other rebellious districts. historically irrelevant but a decent read ",0,1327363200.0,9279041,['not_a_review'],DanielPBryant,3.0,"Jan 24, 2012",6829,480091,2012-01-24,2012,1,0.0,0.0,1.5
914,"I found I had read it before, but I'm not very organized. It's business oriented. Same old suggestions. ",1,1174521600.0,482785,[],judyecoughlin,2.0,"Mar 22, 2007",53184,341936,2007-03-22,2007,3,0.0,0.0,1.0
915,"A man was disappear.
And his daugher lokked for him.
The end of this story is happy.
Because she find him.
This story is isnteresting,but it isdifficult for me to understand in detail. ",0,1259107200.0,3414829,[],maruminochan,3.0,"Nov 25, 2009",60935,286401,2009-11-25,2009,11,0.0,0.0,1.5
916,A fun and intresting book! Couldn't wait to read it and it was definently thrilling! I totally recommend it to those looking for a good easy and fast book!!!! ,0,1303084800.0,10043010,[],IBook22,2.0,"Apr 18, 2011",11049,1848,2011-04-18,2011,4,0.0,0.0,1.0
917,"I read Unearthly just a few weeks ago, and really enjoyed it. I was so glad to be able to read Hallowed while Unearthly was still fresh in my mind. This series is great, I love Mrs. Hands writing, its amazing and touching, and it will draw you in and keep you wanting more and more.
Most of the same characters from Unearthly are back in Hallowed. (We do get to meet some new characters, who turn out to be pretty awesome.) I found the main character, Clara, to still be pretty likeable. Although she does have issues this time around, and shes very undecided about what she wants, which is totally understandable. I have to say I love Claras mom, and I love their relationship with each other. They definitely made the book even more special for me.
In Unearthly, I was definitely team Tucker, but I was curious about Christian as well. I wanted to know more about him. Im delighted to say that we do get to learn more about him in Hallowed, and now Im kind of on the fence on which I prefer. I really love both guys, but for totally different reasons. But Christians character definitely grew on me throughout the book. 
The book is very well paced, and I really enjoyed the plot. There are some parts in the book that definitely had me in tears. It was definitely an emotional read for me. (I will not spoil it for you, but once you read it, you will totally know what I am talking about.) There are also quite a few surprises thrown in that really threw me for a loop.
Overall, this series is so great. Its definitely one of my favorite angel series so far. I have really enjoyed reading both books, and now Im anxious for the next book to be released!
http://www.thereaderbee.com/2011/11/review-hallowed-by-cynthia-hand.html",0,1322524800.0,11416746,[],TheReaderBee,4.0,"Nov 29, 2011",26145,56778,2011-11-29,2011,11,0.0,0.0,2.0
918,"I loved this book.
This book is sort of a combination of Fast Food Nation and The Omnivores Dilemma in that it looks at what our food consumptions and production used to be and now is, but it also mixes in a wonderful personal account as the author looks at this from her personal experience growing up in pre-WWII England and her experiences there to moving to America and how things have changed over the years.
It not only looks again at the unhealthy and unsustainable practices we now employ in our food supply network, but it also looks at how our relationship with food and eating have changed and not necessarily for the better.
As food science has increased our factual knowledge and overall productivity, we seem to have lost much of the pleasure and more practical knowledge of food, food prep and eating itself. We have gotten so caught up on the numbers and fears that the way our food is now produced inspire in us that food has almost become our enemy vs. a source of nourishment and please that it is alright to enjoy and I fear this is something we will never truly regain.
For all that this was not a gloom and doom, look how horrible the food industry is book.
It was truly more a fond and happy look back with family, culture and food using the current changes as more of a back drop than as the main centerpiece. ",0,1305504000.0,17992,[],Kellswitch,5.0,"May 16, 2011",14154,201459,2011-05-16,2011,5,0.0,0.0,2.5
919,"I enjoyed it. I thought it was a diverting mystery, though there wasn't as much mystery as all sorts happening in Amanda's personal life. There were parts that were laugh out loud funny, and some that were tear-jerkingly sweet. It's a series I would pick up again. ",0,1252195200.0,7993657,[],kconcannon,3.0,"Sep 6, 2009",54553,435272,2009-09-06,2009,9,0.0,0.0,1.5
920,"I found this book at a sale and got it just because of the title. It was ok, but just that. It's the story of twin sisters, one an aging virgin librarian and one the other extreme. The librarian tells the story. Her twin is accused of murder, and some bizarre friends of hers write her story, and her sister contemplates the book as she reads it, telling the story herself. It wasn't particularly funny, and I didn't really care about any of the characters either. ",0,1317340800.0,120317,[],hobbitprincess,2.0,"Sep 30, 2011",48444,80898,2011-09-30,2011,9,0.0,0.0,1.0
921,"This is a story about a man. The man marry with a woman who is rich. But he has a girlfriend!Finally, these womans revenge for a man!
I feel horror about womans who revenge for a man. ",0,1193529600.0,3361047,[],misanko,3.0,"Oct 28, 2007",62893,283813,2007-10-28,2007,10,0.0,0.0,1.5
922,"Moose lives on Alcatraz with his family. He moved there so his sister can attend a special school. This book is a coming of age tale, that depicts a boy learning responsibility. This book was a really great read. It's vocabulary isn't too intense. The story is fun, and it has a bit of suspense and a hint of legend. I think that this book would work well for grades 3-7, and I would be tempted to use this book as a class. The story is fun, and not too challenging. It provides a good read for a variety of readers.",0,1370908800.0,189748,[],tierney2,4.0,"Jun 11, 2013",78795,208305,2013-06-11,2013,6,0.0,0.0,2.0
923,"I treasure this book and I have read it a number of times since its release. Her writing, always exceptional, is even more brilliant than usual. Her use of the history of the Sires of Coucey gives a human face to the 14th Century and this gives this book its particular power and charm. ",2,1240704000.0,51586,[],millsge,5.0,"Apr 26, 2009",62728,354306,2009-04-26,2009,4,0.0,0.0,2.5
924,"Dans lespace, personne ne vous entend crier. Par contre, les ordres passent trs bien. Honor Harrington en a un sacr paquet  donner pour faire marcher son petit monde  la baguette. Femme intransigeante, au sens de lhonneur grav dans les gnes,  la morale militaire, elle est aux commandes dun vaisseau sous-quip : lIntrpide. Sa rcompense pour avoir trop brill face au haut commandement. Mais ce placard spatial dans lequel on pensait lisoler va la propulser aux premires lignes dun conflit majeur, et lui permettre dexprimer tous ses talents de stratge. Vous rviez de tout savoir sur le gnie militaire intersidral, de pntrer les arcanes technologiques de larmement galactique, de vous confronter  la tactique, au sens du devoir,  la bravoure ? Space opera et intrigues politico-militaires, Mission Basilic vous offre une place au premier rang.",0,1327449600.0,7703,[],vdb,4.0,"Jan 25, 2012",80533,426476,2012-01-25,2012,1,0.0,0.0,2.0
925,"As a lifelong (50 year) Chicagoland resident, I thought I'd known nearly everything there is to know about the longest-standing places in the area. This book showed me that I was mistaken.
Sure, I've been to plenty of the longest-standing Chicago places, such as the oldest hot dog place (Super Dawg), the oldest hotel, the Palmer House, and the oldest Italian restaurant (Italian Village) but there are plenty of places I'd never heard of.
This interesting book also gave me information about things/people I pass by but never knew about.
However, you don't have to be a Chicagoland resident or even a Chicago history buff like I am, to enjoy this book. In fact, it's even more suited to the Chicago tourist. After addressing each ""oldest place"" for 2 or 3 pages, the author provides a brief look at other interesting attractions and/or restaurants in the same neighborhood or of the same type.
Though I quibbled with a fact or two here and there (the McHenry outdoor theater is certainly not closed) and wish that the author had said something about my county, Lake County, this book is a keeper. An informative and fun look at Chicago history. I'd definitely recommend this one. ",5,1303689600.0,10515300,[],lindapanzo,4.0,"Apr 25, 2011",58255,20020,2011-04-25,2011,4,0.0,0.0,2.0
926,"Em Uma Breve Histria do Mundo, o autor faz um balano da fantstica saga da humanidade, compilada desde seus primrdios at os frenticos dias atuais. Sem perder o foco, Blainey descreve a geografia das civilizaes e analisa o legado de seus povos. O leitor deve se preparar para uma viagem inesquecvel - saber como eram as noites dos primeiros nmades; testemunhar o surgimento das religies; questionar a carnificina das guerras e acompanhar a ascenso e queda dos grandes imprios. Uma Breve Histria do Mundo entrelaa a histria de um povo a outro, de forma didtica.",0,1253318400.0,242265,[],VanderLuviz,4.0,"Sep 19, 2009",27157,238421,2009-09-19,2009,9,0.0,0.0,2.0
927,"Overall I enjoyed the story, but I felt like Bertagna tried to cram too much and too many characters in the story, and it didn't hang together as well as Exodus. Which is too bad, because I loved Exodus and was looking forward to reading this one. ",0,1377216000.0,2493221,[],SheilaRuth,3.0,"Aug 23, 2013",24065,242198,2013-08-23,2013,8,0.9,2.7,2.85
928,"The book starts where the previous one left and Diana and Matthew lands on Elizabethan England. As a historian Diana is thrilled but finds herself lost even with her knowledge of that time. Everyone can tell from her speech and manners that she isnt from around, and it causes curiosity. Matthews friends  the infamous School of Night that includes few well-known persons  tries to teach her the proper manners and speech and they also find a witch to train her, while trying to find the missing copy of Ashmole 782.
I loved A Discovery of Witches and Im happy that the second book lived up to it! There was lot less DNA stuff in it which was relief but also less vampire, daemon, witch  mythology which was a shame.
We learn quite a bit more about Matthew and his past which was interesting. We really get to know him more and we finally meet his father, Philippe. I really wish there would be more of him! Not to mention more father-son scenes. 
Diana learns more about witchcraft and her ability to control it. I loved seeing her growing more confident both with her magic and with her relationship with Matthew. 
I really wish there will be more Gallowglass, Marcus and Pierre. I cant help myself! I thought the relationship Marcus and Phoebe moved little too quick and we didnt meet them long enough to see that grow. 
I love the way Harkness manages to involve both vampires and historical things and to make it feel natural. I love these books and cant wait for the next book! ",0,1364601600.0,11786552,[],Elysianfield,5.0,"Mar 30, 2013",8454,70787,2013-03-30,2013,3,0.0,0.0,2.5
929,"Cest lhistoire dmile Zatopek, coureur avant tout, coureur sovitique au temps de la guerre froide ensuite. On a donc les dbuts, les performances, les rsultats et les difficults sportives et politiques tout en suivant le vieillissement du coureur. Rien de bien passionnant si vous tes aussi sportif que moi.
Cest Jean Echenoz qui a crit le livre et ce nest donc pas la mme chose. Il ne rentre pas dans la tte de Zatopek, il ne reste pas en dehors en faisant une simple biographie. Il choisit un entre deux. Vous tes le petit bonhomme sur lpaule du coureur (cest la seule possibilit de courir aussi vite pour nous simple mortel),  la fois lucide sur les performances et li par une sorte daffection pour votre porteur. Vous semblez plus comprendre le contexte politique, les raisons des actions que le hros lui-mme mais vous regardes quand mme les choses avec navet. Lauteur adopte un style assez familier, une langue qui ne semble pas soutenue. Lcriture est fluide et donc le livre se lit assez vite (je croyais que cela allait tre trs compliqu, cest pour cela que je vous dis cela).
En conclusion, outre mapprendre que mourir et courir prennent tous les deux un seul r (ce ntait toujours pas rentre dans ma petite tte)(sauf au conditionnel), le livre ma appris qumile tait marie avec une championne et surtout ma fait dcouvrir le style Echenoz qui, quoique singulier, ma fait passer un agrable moment de lecture. ",0,1336780800.0,6411774,[],CecileB,4.0,"May 12, 2012",5246,395329,2012-05-12,2012,5,0.0,0.0,2.0
930,"Hated it. Can the man write? Yes. So too bad it's ruined by pornography. Way too explicit, enough said, disgusting acts that are probably illegal, certainly stomach turning. The parts where he talks about the druggie community and addiction and withdrawal are enlightening. And I'm sure this is some kind of cult classic and I'm not prurient at all but this was too much. ",0,1184803200.0,5852,[],shawnd,0.5,"Jul 19, 2007",73967,378309,2007-07-19,2007,7,0.0,0.0,0.25
931,I like the way Sawyer incorporates some the unintended consequences of our technology in his stories. ,0,1330560000.0,113147,[],BookyVT,5.0,"Mar 1, 2012",4026,53005,2012-03-01,2012,3,0.0,0.0,2.5
932,Former Mormon writes a blog of his Iraq US Army tour in 2004. Interesting as it was written as a blog on the fly in situ. He was given an article 15 for the effort. Also given a print publisher recommendation.,0,1279411200.0,447999,[],sacredheart25,4.0,"Jul 18, 2010",72203,328580,2010-07-18,2010,7,0.0,0.0,2.0
933,"Two authors results in half the impact for this weak teen novel. No matter now many pop culture references (already out of date a year after publication -- remember Paris Hilton's singing career?) and brand names they throw in, nothing will disguise the predictability of the plot: Joel and Cat must collaborate on an assignment, Cat's attempt to bring her separated parents back together pushes her father into the arms of Joel's mother, hijinks ensue. Sparrow's sections have at times a bittersweet ring of emotional truth; Earls just piles on the wisecracks and hopes for the best. Not one I'll be recommending. ",0,1218412800.0,3786351,[],lizbee,1.5,"Aug 11, 2008",58619,302120,2008-08-11,2008,8,0.0,0.0,0.75
934,"Vanderbilt examines the psychological and sociological reasons that people drive like idiots. Basically, were all looking out for ourselves and we see every other driver as a potential hindrance or obstacle. We dont cooperate and work towards the greater good. After reading this book I was scared being on the road. ",0,1314748800.0,5436299,[],roseread,3.0,"Aug 31, 2011",71633,364201,2011-08-31,2011,8,0.0,0.0,1.5
935,"An excellent book that ties in fundamental art concepts with children's literature. Each section includes a defination of the art concept being taught, fine art examples, children's literature examples and a few exploration project s(art projects).
Children will enjoy the read aloud, discussing the illustrations in the book, and then trying their own hand at the process!
Makes art accessible and fun for everyone. You don't need to be an art major to understand it. ",0,1213315200.0,641675,[],KarinKath,4.5,"Jun 13, 2008",13746,395488,2008-06-13,2008,6,0.0,0.0,2.25
936,"I loved:
-Ryan Boudinout's ""The Littlest Hitler"" (a little boy's Halloween experience)
-Lisa Gabriele's ""The Guide to Being a Groupie""
-The Onion's ""I'll try anything with a detached air of superiority""
-Amanda Holzer's ""Love &amp; Other Catastrophes: A Mix Tape"" (a list of songs in clever order)
-James Pinkerton's ""How to Write Suspense"" ",0,1377043200.0,7062,[],Alyssa.Jocson,4.0,"Aug 21, 2013",1513,411579,2013-08-21,2013,8,0.8333333333333334,3.3333333333333335,3.666666666666667
937,This book keeps you guessing all the way through. The murder of Kate McKinnons protege is seemingly the beginning of a series of killings of 'art world' people. The plot is complicated and the ending exciting. The only drawback was it took a fairly long time to read as there were so many stories involved. The characters were appropriate for their roles in the book and I would like to see more of Kate McKinnon in her 'cop' role. ,0,1255824000.0,492247,[],Heptonj,3.5,"Oct 18, 2009",10757,345741,2009-10-18,2009,10,0.0,0.0,1.75
938,"Geez Louise. When I read the blurb of this book (it's a memoir of a woman who, after her husband's sudden death, discovers that he was a serial cheater), I thought, ""Huh. She has a six year old daughter, who will one day read this book. Not very nice for little Liza. Odd choice for Mommy to make."" But it was on sale, 20% off, and it exercised a horrid fascination for me, so I bought it. And read it. 
In this book, Julie Metz logs, in great detail: her fights with her husband. Her sexual adventures (including sex with a married man) before marrying Henry. Henry's affairs, including graphic email exchanges. Her shrieking rants to the Other Women. Her (pretty yucky) sexual relationships after Henry dies, all unhidden from her confused and grieving daughter. Her ugly attitude toward the small daughter of Henry's longest-running affair (formerly her daughter's best friend). Her deeply selfish and self-indulgent mothering choices, including sharing her daughter's bed whenever she had no sexual partner. And last, but by no means least, her spiteful and patronizing attitude toward friends who (unbelievably) supported her through this ordeal. Julie Metz is loyal to no one but Julie Metz. 
You know what? I'm gonna say it: I JUDGE HER. In my considered opinion, Julie got the husband she deserved, because she is not a good person. But the book is sort of creepily fascinating, in the same way tabloids are - and I feel about the same amount of embarrassment for having bought it that I would have felt for buying National Enquirer. ",3,1257379200.0,7829510,[],2chances,2.0,"Nov 5, 2009",322,430101,2009-11-05,2009,11,0.0,0.0,1.0
939,"Most of us, at some point in our schooling, have had a teacher who had a major impact on our thinking and the way we've lived our lives. What a treat would it be now, all these years later, to reacquaint ourselves with that treasure advisor, to learn again those lessons he or she shared when we were young. Mitch Albom was given that opportunity. He spent several months regularly visiting his college professor, Morrie Schwartz, during the elder man's final year of life. Tuesdays with Morrie is Albom's best-selling tribute to the man who gave him so much.",0,1167609600.0,3331,[],PeaceUMC,4.0,"Jan 1, 2007",20790,282324,2007-01-01,2007,1,0.0,0.0,2.0
940,This book is a about a young girl with Aspergers syndorome. She currently has lost her older brother due to a school shooting. This book is narrated by her and shows the way she copes with her brother's loss. ,0,1328745600.0,8604150,[],cbrandt,5.0,"Feb 9, 2012",36923,458713,2012-02-09,2012,2,0.0,0.0,2.5
941,"This is a book of layers and opposites. The author takes us into the home of a traditional Egyptian family in Cairo during the end of WWI. Behind the screens and doors we see the private life that can never be guessed at or glimpsed from the streeet. We also see into the characters. The patriarch, extremely strict at home with his family and the life of the party when he goes out with his friends, rules all. His family lives in his shadow. His two elder sons are the distilation of his private and public selves- one pious and studius, the other just interested in the night life. His daughters are juxtaposed light vs. dark, industrious vs. vain, beauty vs. plain. The mother anchors the home. She has no other purpose except to serve and obey her husband. The yougest son plays the role of court jester, fliting between all the layers and sides. 
I'm hooked by this famiy saga and look forward to reading the other 2 books. ",1,1339372800.0,20291,[],suniru,4.0,"Jun 11, 2012",76901,216230,2012-06-11,2012,6,0.0,0.0,2.0
942,"Mi Mengling passe ses journes avec ses nouveaux amis qui ont eux, pour rve, de sauver la galaxie. Une rcompense de mille dollars est offerte  ceux qui trouveront le point de chute de la station orbitale...",0,1343606400.0,12864241,[],CHINEDESENFANTS,4.0,"Jul 30, 2012",4610,120401,2012-07-30,2012,7,0.0,0.0,2.0
943,"Rupa and Neha ask their dadima, grandmother, why she always wears a sari instead of pants with shirts like their mother wears. Dadima opens her closet to show the girls her beautiful sari collection and tells them the stories behind her first sari, the sari she wore on the plane from India to America, and the sari embroidered with gold that she wore on her wedding. Dadima and the girls imagine all the fun things they can do with the pallu, untucked end of the sari. A pallu can make a pouch to collect seashells, an umbrella for an unexpected sprinkle of rain, or serve as a hiding place from your sister. Rupa and Dadima even have a secret codeif Rupa ties a little knot in the end of the pallu, it means shes reminding Dadima to give her a hug. The book ends with step-by-step directions and photographs showing how a sari is wrapped. 
My review from Michigan Reading Journal, 40(1), 63-72. ",0,1194825600.0,3083567,[],LeahvanBelle,3.0,"Nov 12, 2007",15442,270547,2007-11-12,2007,11,0.0,0.0,1.5
944,My blog post about this book is at this link. ,0,1364688000.0,5475549,[],SuziQoregon,4.0,"Mar 31, 2013",25415,365633,2013-03-31,2013,3,0.0,0.0,2.0
